country,year,Population,Population_density,Net_migration,Migration_percentage,iso3c,iso2c,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude
Grenada,2016,119966.0,352.8411765,-190.0,-0.00158378207158694,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2015,118980.0,349.9411765,-190.0,-0.00159690704320053,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2014,117972.0,346.9764706,-190.0,-0.00161055165632522,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2013,116945.0,343.9558824,-190.0,-0.00162469536961819,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2012,115912.0,340.9176471,-204.0,-0.00175995582855959,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2011,114918.0,337.9941176,-292.0,-0.00254094223707339,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2010,114039.0,335.4088235,-453.0,-0.00397232525714887,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2009,113249.0,333.0852941,-459.0,-0.00405301592067038,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2008,112478.0,330.8176471,-455.0,-0.00404523551272248,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2007,111725.0,328.6029412,-447.0,-0.0040008950548221,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2006,110988.0,326.4352941,-417.0,-0.00375716293653367,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2005,110254.0,324.2764706,-369.0,-0.00334681734903042,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2004,109516.0,322.1058824,-306.0,-0.00279411227583184,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2003,108740.0,319.8235294,-245.0,-0.00225308074305683,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2002,108231.0,318.3264706,-924.0,-0.00853729522964769,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Grenada,2001,107936.0,317.4588235,-736.0,-0.00681885561814408,GRD,GD,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,Blend,Saint George's,-61.7449,12.0653
Guam,2021,170534.0,315.8037037,-244.0,-0.00143079972322234,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2020,169231.0,313.3907407,-244.0,-0.00144181621570516,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2019,168624.0,312.2666667,-1852.0,-0.010983015466363,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2018,168678.0,312.3666667,-1850.0,-0.0109676424904255,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2017,168606.0,312.2333333,-1852.0,-0.010984187988565,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2016,168346.0,311.7518519,-1852.0,-0.0110011523885331,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2015,167978.0,311.0703704,-1852.0,-0.0110252533069806,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2014,167543.0,310.2648148,-1852.0,-0.011053878705765,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2013,167054.0,309.3592593,-1852.0,-0.0110862355884923,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2012,166392.0,308.1333333,-1850.0,-0.0111183229962978,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2011,165649.0,306.7574074,-1852.0,-0.0111802667085222,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2010,164905.0,305.3796296,-1850.0,-0.0112185803947727,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2009,164580.0,304.7777778,-2933.0,-0.0178211204277555,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2008,164725.0,305.0462963,-2933.0,-0.0178054332979207,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2007,164763.0,305.1166667,-2874.0,-0.0174432366490049,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2006,164675.0,304.9537037,-2669.0,-0.0162076817974798,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2005,164430.0,304.5,-2333.0,-0.014188408441282,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2004,164004.0,303.7111111,-2368.0,-0.0144386722275066,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2003,163385.0,302.5648148,-2044.0,-0.012510328365517,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2002,162563.0,301.0425926,-1754.0,-0.0107896630844657,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guam,2001,161524.0,299.1185185,-1898.0,-0.0117505757658304,GUM,GU,East Asia & Pacific,,High income,Not classified,Agana,144.794,13.4443
Guatemala,2021,17109746.0,159.6654162,-29118.0,-0.00170183706993663,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2020,16858333.0,157.3192703,-23142.0,-0.00137273359115637,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2019,16604026.0,154.946118,-58095.0,-0.00349885021861565,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2018,16346950.0,152.5471258,-56884.0,-0.0034797928665592,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2017,16087418.0,150.1252146,-48049.0,-0.00298674405053688,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2016,15827690.0,147.7014744,-39266.0,-0.00248084211909634,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2015,15567419.0,145.272667,-48162.0,-0.00309376910841803,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2014,15306316.0,142.8360956,-40409.0,-0.00264002128271753,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2013,15043981.0,140.3880272,-35666.0,-0.00237078204233307,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2012,14781942.0,137.9427212,-32572.0,-0.00220349937782194,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2011,14521515.0,135.512458,-33204.0,-0.00228653828474508,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2010,14259687.0,133.0691209,-36072.0,-0.00252964879243141,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2009,14000190.0,130.6475364,-43051.0,-0.00307502969602555,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2008,13739299.0,128.2129433,-42607.0,-0.00310110435765318,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2007,13477017.0,125.7653695,-40617.0,-0.00301379748945927,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2006,13213330.0,123.3046846,-42071.0,-0.00318398163067145,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2005,12948292.0,120.8313923,-49600.0,-0.00383062105797428,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2004,12682108.0,118.3474057,-47399.0,-0.00373747014297623,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2003,12415334.0,115.8579134,-54666.0,-0.0044031034525531,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2002,12147518.0,113.3586973,-55245.0,-0.00454784261278723,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guatemala,2001,11871565.0,110.783548,-59249.0,-0.00499083313783818,GTM,GT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Guatemala City,-90.5328,14.6248
Guinea,2021,13531906.0,55.07042976,-4367.0,-0.000322718765560446,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2020,13205153.0,53.74065196,-4364.0,-0.000330477049376103,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2019,12877539.0,52.40737018,-3243.0,-0.000251833832535859,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2018,12554864.0,51.09418851,-9195.0,-0.000732385472275924,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2017,12240789.0,49.81600602,-13726.0,-0.00112133294675694,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2016,11930985.0,48.55520511,-14196.0,-0.00118984308504285,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2015,11625998.0,47.31400781,-15127.0,-0.00130113561003537,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2014,11333365.0,46.12308725,-22750.0,-0.00200734733241186,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2013,11055430.0,44.99198274,-29151.0,-0.00263680381495789,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2012,10788692.0,43.90644636,-32842.0,-0.00304411322521766,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2011,10527712.0,42.84434315,-29092.0,-0.00276337346614345,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2010,10270728.0,41.79850236,-31352.0,-0.00305255868912116,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2009,10021323.0,40.78350562,-34050.0,-0.00339775496708368,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2008,9779785.0,39.80052499,-32957.0,-0.00336991048371717,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2007,9547082.0,38.85349992,-34349.0,-0.0035978532498202,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2006,9330625.0,37.97259075,-48145.0,-0.00515989014669435,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2005,9140114.0,37.19727332,-71104.0,-0.00777933404331718,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2004,8961039.0,36.46849666,-56110.0,-0.00626155069741354,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2003,8772254.0,35.70020348,-36982.0,-0.00421579220118341,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2002,8577790.0,34.90879863,-33495.0,-0.00390485194904515,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea,2001,8445717.0,34.37130474,-155276.0,-0.0183851767706637,GIN,GN,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Conakry,-13.7,9.51667
Guinea-Bissau,2021,2060721.0,73.28310811,-1395.0,-0.000676947534382383,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2020,2015828.0,71.68662873,-1394.0,-0.000691527253317247,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2019,1970457.0,70.07315078,-1395.0,-0.000707957595623756,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2018,1924955.0,68.45501422,-1396.0,-0.000725211758196944,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2017,1879826.0,66.85014225,-1398.0,-0.000743685851775643,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2016,1834552.0,65.2401138,-1392.0,-0.000758768353254636,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2015,1788919.0,63.61731863,-1393.0,-0.000778682545157159,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2014,1743309.0,61.99534139,-1393.0,-0.00079905513021501,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2013,1697753.0,60.3752845,-1395.0,-0.000821674295377478,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2012,1652717.0,58.77371977,-1442.0,-0.000872502672871399,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2011,1609017.0,57.21966572,-1760.0,-0.00109383555301155,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2010,1567220.0,55.73328592,-2257.0,-0.00144012965633414,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2009,1527196.0,54.30995733,-2821.0,-0.00184717613194377,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2008,1488431.0,52.93140114,-3313.0,-0.00222583378067239,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2007,1450572.0,51.58506401,-3676.0,-0.00253417272634519,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2006,1414091.0,50.28773115,-4142.0,-0.00292909013634907,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2005,1379713.0,49.06518492,-4662.0,-0.00337896359605222,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2004,1347009.0,47.90216927,-5144.0,-0.00381883120305803,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2003,1315653.0,46.78709104,-5487.0,-0.00417055256971253,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2002,1285678.0,45.72112376,-5712.0,-0.00444279205213124,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guinea-Bissau,2001,1257380.0,44.71479374,-6239.0,-0.00496190491339133,GNB,GW,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bissau,-15.1804,11.8037
Guyana,2021,804567.0,4.087208534,-4316.0,-0.00536437611783729,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2020,797202.0,4.04979426,802.0,0.00100601854987819,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2019,798753.0,4.057673355,-24678.0,-0.0308956586078549,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2018,785514.0,3.990419101,30080.0,0.0382933976988315,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2017,763252.0,3.877327915,-6110.0,-0.00800521977014144,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2016,759087.0,3.856169672,-6311.0,-0.00831393502984506,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2015,755031.0,3.835565151,-6524.0,-0.00864070481874254,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2014,751115.0,3.815671831,-6715.0,-0.00894004247019431,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2013,747420.0,3.796901194,-6912.0,-0.0092478124749137,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2012,743966.0,3.779354839,-7152.0,-0.00961334254522384,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2011,744230.0,3.780695961,-14512.0,-0.0194993483197398,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2010,747932.0,3.799502159,-14327.0,-0.0191554847232101,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2009,751258.0,3.816398273,-14130.0,-0.0188084519565848,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2008,754150.0,3.831089662,-13886.0,-0.0184127826029304,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2007,756521.0,3.843134366,-13629.0,-0.0180153624288023,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2006,758367.0,3.852512065,-13328.0,-0.0175746043802011,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2005,759709.0,3.859329439,-13000.0,-0.0171118151818656,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2004,760424.0,3.862961646,-12657.0,-0.0166446613994297,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2003,760562.0,3.863662687,-12523.0,-0.016465455807679,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2002,760323.0,3.862448565,-12758.0,-0.0167797107282036,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Guyana,2001,759809.0,3.85983744,-13060.0,-0.0171885302753718,GUY,GY,Latin America & Caribbean ,,High income,IDA,Georgetown,-58.1548,6.80461
Haiti,2021,11447569.0,415.3689768,-32977.0,-0.00288069895014391,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2020,11306801.0,410.2612845,-33872.0,-0.00299571912515308,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2019,11160438.0,404.9505806,-34635.0,-0.00310337282461494,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2018,11012421.0,399.5798621,-35007.0,-0.0031788650288615,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2017,10863543.0,394.1779028,-34766.0,-0.00320024507658321,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2016,10713849.0,388.7463353,-33902.0,-0.00316431564417232,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2015,10563757.0,383.3003266,-32698.0,-0.00309530028000454,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2014,10412740.0,377.8207547,-31416.0,-0.00301707331595718,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2013,10261206.0,372.3224238,-30347.0,-0.00295744964090965,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2012,10108539.0,366.7829826,-29679.0,-0.00293603259580835,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2011,9954312.0,361.1869376,-29049.0,-0.00291823282211769,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2010,9842880.0,357.1436865,-28437.0,-0.00288909343606749,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2009,9730638.0,353.071045,-27949.0,-0.00287226798489472,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2008,9575247.0,347.4327649,-27644.0,-0.00288702735292363,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2007,9420826.0,341.8296807,-27017.0,-0.00286779524428112,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2006,9266288.0,336.2223512,-26641.0,-0.00287504554142931,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2005,9111900.0,330.6204644,-26304.0,-0.00288677443782306,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2004,8961489.0,325.162881,-26422.0,-0.00294839395551342,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2003,8812245.0,319.7476415,-26534.0,-0.00301103748250304,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2002,8661546.0,314.2796081,-26642.0,-0.00307589430339572,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Haiti,2001,8511728.0,308.8435414,-26837.0,-0.00315294379707622,HTI,HT,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Port-au-Prince,-72.3288,18.5392
Honduras,2021,10278345.0,91.86115828,-5779.0,-0.000562250050956647,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,2020,10121763.0,90.46173027,-6199.0,-0.00061244271378415,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,2019,9958829.0,89.00553222,-6550.0,-0.000657707848985056,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,2018,9792850.0,87.52211994,-6768.0,-0.000691116477838422,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
Honduras,2017,9626842.0,86.03844848,-6782.0,-0.000704488553982708,HND,HN,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Tegucigalpa,-87.4667,15.1333
